num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
2,Internet,RoundTrip,55,6,13,7,DPSPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,6,6,6,2,DPSPVG,China,0,0,0,5.33,0
6,Internet,RoundTrip,255,6,8,6,DPSPVG,China,1,0,1,5.33,0
1,Internet,RoundTrip,160,6,11,5,DPSPVG,China,0,0,0,5.33,1
4,Internet,RoundTrip,103,6,15,6,DPSPVG,China,1,1,1,5.33,0
1,Internet,RoundTrip,70,6,7,3,DPSPVG,China,1,0,0,5.33,1
2,Internet,RoundTrip,55,6,9,1,DPSPVG,China,1,1,0,5.33,1
5,Internet,RoundTrip,162,6,14,1,DPSPVG,China,1,0,0,5.33,0
6,Internet,RoundTrip,83,6,16,6,DPSPVG,China,1,0,1,5.33,0
1,Internet,RoundTrip,47,6,7,2,DPSPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,105,6,12,3,DPSPVG,China,1,0,1,5.33,1
2,Internet,RoundTrip,38,6,13,3,DPSPVG,China,1,1,0,5.33,0
2,Internet,RoundTrip,64,6,1,5,DPSPVG,China,1,0,0,5.33,0
3,Internet,RoundTrip,52,6,16,2,DPSPVG,China,1,0,0,5.33,0
2,Internet,RoundTrip,75,6,15,7,DPSPVG,China,1,1,0,5.33,0
6,Internet,RoundTrip,67,6,8,2,DPSPVG,China,1,0,0,5.33,0
3,Internet,RoundTrip,36,6,6,5,DPSPVG,China,1,0,0,5.33,1
4,Internet,RoundTrip,44,6,8,7,DPSPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,107,6,4,4,DPSPVG,China,1,0,0,5.33,0
2,Internet,RoundTrip,121,6,2,2,DPSPVG,China,1,0,0,5.33,1
2,Internet,RoundTrip,179,6,6,3,DPSPVG,China,0,0,0,5.33,1
2,Internet,RoundTrip,78,6,9,6,DPSPVG,China,0,0,0,5.33,0
4,Internet,RoundTrip,119,6,7,4,DPSPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,27,6,16,4,DPSPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,36,6,3,3,DPSPVG,China,1,1,1,5.33,0
2,Mobile,RoundTrip,29,6,6,4,DPSPVG,China,1,1,1,5.33,0
2,Internet,RoundTrip,59,6,16,4,DPSPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,172,6,14,4,DPSPVG,China,0,0,0,5.33,0
3,Internet,RoundTrip,187,6,13,2,DPSPVG,China,1,0,0,5.33,0
2,Internet,RoundTrip,85,6,14,1,DPSPVG,China,0,0,1,5.33,0
4,Internet,RoundTrip,76,6,16,7,DPSPVG,China,1,0,0,5.33,0
1,Mobile,RoundTrip,63,6,16,5,DPSPVG,China,0,0,1,5.33,0
1,Internet,RoundTrip,25,6,14,6,DPSPVG,Japan,1,0,0,5.33,0
1,Internet,RoundTrip,216,6,0,3,DPSPVG,China,1,0,0,5.33,0
2,Mobile,RoundTrip,14,6,7,6,DPSPVG,China,0,1,0,5.33,0
2,Internet,RoundTrip,27,6,11,2,DPSPVG,China,0,0,0,5.33,0
6,Internet,RoundTrip,37,6,6,4,DPSPVG,China,0,0,0,5.33,0
3,Internet,RoundTrip,62,6,15,7,DPSPVG,Hong Kong,1,1,1,5.33,0
4,Internet,RoundTrip,126,6,14,4,DPSPVG,China,1,0,1,5.33,0
2,Mobile,RoundTrip,78,6,10,4,DPSPVG,China,1,0,1,5.33,0
1,Internet,RoundTrip,89,6,14,6,DPSPVG,Australia,0,0,0,5.33,0
1,Internet,RoundTrip,216,6,3,3,DPSPVG,China,0,0,0,5.33,0
2,Internet,RoundTrip,105,6,14,6,DPSPVG,China,1,0,0,5.33,1
2,Internet,RoundTrip,127,6,1,2,DPSPVG,China,1,0,0,5.33,0
2,Internet,RoundTrip,66,6,14,3,DPSPVG,China,0,0,0,5.33,1
1,Internet,RoundTrip,136,6,0,6,DPSPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,41,6,23,7,DPSPVG,United States,0,1,0,5.33,0
2,Internet,RoundTrip,192,6,10,3,DPSPVG,Austria,0,0,0,5.33,0
1,Internet,RoundTrip,107,6,4,4,DPSPVG,China,0,0,0,5.33,0
9,Internet,RoundTrip,21,6,9,2,DPSPVG,China,0,0,0,5.33,1
2,Mobile,RoundTrip,56,6,13,5,DPSPVG,China,1,0,1,5.33,1
2,Internet,RoundTrip,66,6,2,5,DPSPVG,China,0,0,0,5.33,0
3,Internet,RoundTrip,71,6,2,1,DPSPVG,(not set),1,0,0,5.33,0
4,Mobile,RoundTrip,114,6,16,1,DPSPVG,China,0,0,0,5.33,0
2,Mobile,RoundTrip,39,6,3,2,DPSPVG,China,1,0,0,5.33,1
2,Internet,RoundTrip,90,6,10,6,DPSPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,319,6,3,4,DPSPVG,China,1,0,0,5.33,1
6,Mobile,RoundTrip,367,6,4,3,DPSPVG,China,1,0,0,5.33,0
2,Internet,RoundTrip,204,6,11,4,DPSPVG,China,1,0,1,5.33,0
2,Internet,RoundTrip,38,6,16,3,DPSPVG,China,1,1,1,5.33,0
2,Internet,RoundTrip,43,6,8,4,DPSPVG,China,0,1,1,5.33,1
1,Internet,RoundTrip,48,6,6,4,DPSPVG,China,0,0,0,5.33,0
2,Internet,RoundTrip,27,6,11,3,DPSPVG,China,1,1,0,5.33,0
1,Internet,RoundTrip,32,6,0,4,DPSPVG,United States,1,1,0,5.33,0
2,Mobile,RoundTrip,230,6,14,1,DPSPVG,China,0,0,1,5.33,0
3,Internet,RoundTrip,36,6,5,5,DPSPVG,China,1,0,0,5.33,1
2,Internet,RoundTrip,128,6,15,6,DPSPVG,China,1,1,0,5.33,0
4,Internet,RoundTrip,12,6,3,4,DPSPVG,China,1,0,1,5.33,0
1,Internet,RoundTrip,30,6,4,1,DPSPVG,United States,0,0,0,5.33,0
1,Internet,RoundTrip,11,6,10,7,DPSPVG,China,0,0,0,5.33,1
2,Internet,RoundTrip,40,6,15,5,DPSPVG,China,1,0,0,5.33,1
4,Internet,RoundTrip,50,6,13,4,DPSPVG,China,1,0,0,5.33,1
2,Internet,RoundTrip,185,6,10,6,DPSPVG,China,0,0,0,5.33,0
2,Internet,RoundTrip,216,6,1,3,DPSPVG,China,0,0,0,5.33,0
2,Internet,RoundTrip,145,6,5,6,DPSPVG,China,0,0,0,5.33,0
2,Internet,RoundTrip,150,6,23,3,DPSPVG,China,0,0,0,5.33,0
2,Internet,RoundTrip,82,6,16,4,DPSPVG,China,1,1,0,5.33,0
2,Mobile,RoundTrip,29,6,6,4,DPSPVG,China,1,1,1,5.33,0
7,Internet,RoundTrip,56,6,2,6,DPSPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,47,6,2,5,DPSPVG,Indonesia,0,0,0,5.33,1
2,Internet,RoundTrip,52,6,9,7,DPSPVG,China,0,0,0,5.33,0
2,Mobile,RoundTrip,29,6,6,4,DPSPVG,China,1,1,1,5.33,0
1,Internet,RoundTrip,75,6,15,6,DPSPVG,China,0,0,0,5.33,0
3,Mobile,RoundTrip,107,6,14,6,DPSPVG,China,0,1,1,5.33,1
3,Internet,RoundTrip,89,6,4,4,DPSPVG,China,1,1,1,5.33,0
4,Internet,RoundTrip,138,6,15,6,DPSPVG,China,1,0,0,5.33,0
3,Internet,RoundTrip,110,6,8,4,DPSPVG,China,0,0,0,5.33,0
4,Internet,RoundTrip,55,6,13,4,DPSPVG,China,1,1,1,5.33,0
4,Mobile,RoundTrip,175,6,12,3,DPSPVG,China,0,0,0,5.33,0
2,Internet,RoundTrip,91,6,21,6,DPSPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,68,6,12,3,DPSPVG,China,1,1,1,5.33,1
2,Internet,RoundTrip,21,6,13,6,DPSPVG,France,1,0,0,5.33,0
4,Internet,RoundTrip,31,6,4,7,DPSPVG,China,1,0,0,5.33,0
2,Mobile,RoundTrip,48,6,4,7,DPSPVG,China,1,0,0,5.33,0
2,Mobile,RoundTrip,29,6,6,4,DPSPVG,China,1,1,1,5.33,0
2,Mobile,RoundTrip,29,6,6,4,DPSPVG,China,1,1,1,5.33,0
2,Internet,RoundTrip,88,6,9,2,DPSPVG,China,1,0,0,5.33,0
2,Mobile,RoundTrip,46,6,14,4,DPSPVG,China,0,0,0,5.33,0
3,Mobile,RoundTrip,21,6,3,4,DPSPVG,China,0,0,0,5.33,0
2,Internet,RoundTrip,50,6,5,4,DPSPVG,China,0,0,0,5.33,0
8,Mobile,RoundTrip,52,6,2,3,DPSPVG,China,1,0,0,5.33,0
2,Internet,RoundTrip,46,6,3,7,DPSPVG,United States,1,1,0,5.33,1
2,Internet,RoundTrip,183,6,5,4,DPSPVG,United Kingdom,1,0,1,5.33,0
2,Internet,RoundTrip,32,6,12,4,DPSPVG,China,1,0,0,5.33,1
2,Internet,RoundTrip,23,6,16,4,DPSPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,20,6,4,6,DPSPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,167,6,14,1,DPSPVG,China,1,0,0,5.33,1
2,Internet,RoundTrip,33,6,14,4,DPSPVG,China,1,0,0,5.33,1
4,Internet,OneWay,105,6,14,6,DPSPVG,China,1,1,0,5.33,0
3,Mobile,RoundTrip,39,6,3,4,DPSPVG,China,1,0,0,5.33,0
2,Mobile,RoundTrip,80,6,8,6,DPSPVG,China,0,1,0,5.33,0
1,Internet,RoundTrip,319,6,3,4,DPSPVG,China,1,0,0,5.33,1
2,Internet,RoundTrip,60,6,11,1,DPSPVG,China,1,0,1,5.33,0
1,Internet,RoundTrip,6,6,16,3,DPSPVG,United States,0,0,0,5.33,0
2,Internet,RoundTrip,54,6,22,2,DPSPVG,China,1,0,0,5.33,1
2,Internet,RoundTrip,46,6,13,1,DPSPVG,China,1,0,0,5.33,1
1,Internet,RoundTrip,19,6,15,2,DPSPVG,United States,1,0,0,5.33,1
1,Internet,RoundTrip,42,6,2,2,DPSPVG,China,1,0,0,5.33,0
3,Internet,RoundTrip,75,6,8,5,DPSPVG,China,1,0,0,5.33,0
2,Internet,RoundTrip,75,6,14,7,DPSPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,36,6,6,5,DPSPVG,China,1,0,1,5.33,1
3,Internet,RoundTrip,36,6,17,6,DPSPVG,China,1,0,0,5.33,0
1,Mobile,RoundTrip,59,6,13,1,DPSPVG,China,1,1,1,5.33,0
2,Mobile,RoundTrip,64,6,16,5,DPSPVG,China,1,0,0,5.33,0
2,Internet,RoundTrip,132,6,16,4,DPSPVG,China,1,0,0,5.33,0
2,Mobile,RoundTrip,29,6,6,4,DPSPVG,China,1,1,1,5.33,0
6,Internet,RoundTrip,56,6,10,4,DPSPVG,China,0,0,0,5.33,0
2,Mobile,RoundTrip,28,6,12,3,DPSPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,96,6,2,1,DPSPVG,Hong Kong,0,0,0,5.33,0
2,Internet,RoundTrip,117,6,4,5,DPSPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,34,6,7,7,DPSPVG,China,1,0,0,5.33,0
9,Internet,RoundTrip,161,6,22,4,DPSPVG,China,1,0,0,5.33,1
1,Internet,RoundTrip,64,6,3,3,DPSPVG,United States,0,0,1,5.33,0
2,Mobile,RoundTrip,29,6,6,4,DPSPVG,China,1,1,1,5.33,0
1,Internet,RoundTrip,66,6,3,2,DPSPVG,China,1,0,0,5.33,0
1,Mobile,RoundTrip,40,6,7,7,DPSPVG,China,1,1,1,5.33,1
3,Mobile,RoundTrip,2,6,15,5,DPSPVG,China,1,0,0,5.33,0
4,Mobile,RoundTrip,107,6,13,6,DPSPVG,China,1,1,0,5.33,1
2,Internet,RoundTrip,30,6,12,1,DPSPVG,China,0,0,0,5.33,0
2,Mobile,RoundTrip,100,6,1,6,DPSPVG,China,0,0,0,5.33,0
2,Internet,RoundTrip,361,6,2,1,DPSPVG,China,1,0,1,5.33,0
2,Internet,RoundTrip,66,6,10,1,DPSPVG,China,1,0,1,5.33,0
1,Internet,RoundTrip,57,6,6,5,DPSPVG,United Kingdom,0,0,0,5.33,1
1,Internet,RoundTrip,3,6,21,7,DPSPVG,India,1,1,1,5.33,0
9,Internet,RoundTrip,75,6,7,5,DPSPVG,China,1,1,0,5.33,0
1,Internet,RoundTrip,34,6,6,6,DPSPVG,China,1,0,0,5.33,0
2,Internet,RoundTrip,86,6,16,5,DPSPVG,Canada,1,0,0,5.33,0
1,Mobile,RoundTrip,63,6,15,2,DPSPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,41,6,4,4,DPSPVG,China,1,0,0,5.33,1
2,Internet,RoundTrip,239,6,3,1,DPSPVG,China,1,0,0,5.33,0
3,Internet,RoundTrip,263,6,4,6,DPSPVG,China,1,0,0,5.33,0
2,Internet,RoundTrip,7,6,10,2,DPSPVG,China,0,0,0,5.33,1
4,Mobile,RoundTrip,175,6,12,3,DPSPVG,China,0,0,0,5.33,0
2,Mobile,RoundTrip,29,6,6,4,DPSPVG,China,1,1,1,5.33,0
2,Internet,RoundTrip,82,6,2,1,DPSPVG,China,1,0,0,5.33,1
3,Internet,RoundTrip,73,6,16,2,DPSPVG,China,1,0,0,5.33,0
5,Internet,RoundTrip,250,6,6,3,DPSPVG,China,0,0,0,5.33,1
1,Mobile,RoundTrip,84,6,1,2,DPSPVG,China,0,0,1,5.33,0
2,Mobile,RoundTrip,84,6,0,2,DPSPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,89,6,8,4,DPSPVG,China,0,0,1,5.33,0
2,Internet,RoundTrip,171,6,7,3,DPSPVG,China,1,0,0,5.33,0
2,Internet,RoundTrip,106,6,15,3,DPSPVG,Australia,1,0,0,5.33,0
3,Internet,RoundTrip,107,6,16,7,DPSPVG,China,0,0,0,5.33,0
4,Mobile,RoundTrip,110,6,8,1,DPSPVG,China,1,0,0,5.33,0
4,Mobile,RoundTrip,104,6,6,4,DPSPVG,China,1,0,0,5.33,0
2,Mobile,RoundTrip,48,6,4,7,DPSPVG,China,1,0,0,5.33,0
2,Mobile,RoundTrip,12,6,15,4,DPSPVG,China,0,0,1,5.33,0
9,Mobile,RoundTrip,234,6,23,6,DPSPVG,China,1,0,1,5.33,1
2,Internet,RoundTrip,99,6,7,1,DPSPVG,China,1,0,0,5.33,0
2,Internet,RoundTrip,106,6,11,1,DPSPVG,China,1,1,1,5.33,0
2,Internet,RoundTrip,57,6,8,1,DPSPVG,Indonesia,1,1,1,5.33,0
1,Internet,RoundTrip,107,6,2,4,DPSPVG,Japan,0,0,0,5.33,0
2,Mobile,RoundTrip,46,6,17,6,DPSPVG,China,1,1,1,5.33,0
2,Internet,RoundTrip,135,6,5,4,DPSPVG,China,0,0,0,5.33,0
1,Mobile,RoundTrip,16,6,14,1,DPSPVG,China,0,1,0,5.33,1
1,Internet,RoundTrip,25,6,5,5,DPSPVG,China,0,0,0,5.33,0
2,Mobile,RoundTrip,39,6,3,2,DPSPVG,China,1,0,0,5.33,1
2,Internet,RoundTrip,177,6,3,7,DPSPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,7,6,14,3,DPSSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,26,6,0,2,DPSSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,88,6,7,5,DPSSYD,Australia,0,1,1,8.58,0
3,Internet,RoundTrip,274,6,0,6,DPSSYD,Australia,1,0,0,8.58,0
3,Internet,RoundTrip,8,6,12,1,DPSSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,33,6,3,4,DPSSYD,Australia,1,0,1,8.58,1
2,Internet,RoundTrip,21,6,11,1,DPSSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,154,6,8,6,DPSSYD,Australia,0,1,0,8.58,0
2,Internet,RoundTrip,53,6,8,5,DPSSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,57,6,13,1,DPSSYD,Australia,0,1,1,8.58,0
4,Mobile,RoundTrip,15,6,3,5,DPSSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,12,6,0,5,DPSSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,11,6,2,1,DPSSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,18,6,6,3,DPSSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,71,6,3,7,DPSSYD,Australia,1,0,1,8.58,0
3,Mobile,RoundTrip,16,6,21,4,DPSSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,36,6,10,3,DPSSYD,Germany,1,1,1,8.58,0
2,Internet,CircleTrip,201,6,6,2,DPSSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,57,6,10,4,DPSSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,331,6,7,7,DPSSYD,Indonesia,0,0,0,8.58,0
1,Internet,RoundTrip,94,6,11,5,DPSTPE,Taiwan,1,0,0,4.67,0
7,Internet,RoundTrip,100,6,8,1,DPSTPE,Taiwan,1,0,1,4.67,0
1,Internet,RoundTrip,94,6,7,5,DPSTPE,Taiwan,1,0,0,4.67,0
2,Internet,RoundTrip,164,6,16,3,DPSTPE,Taiwan,0,0,0,4.67,0
4,Internet,RoundTrip,53,6,7,2,DPSTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,349,6,6,2,DPSTPE,Taiwan,1,1,1,4.67,0
1,Internet,RoundTrip,0,6,5,1,DPSTPE,Taiwan,0,0,0,4.67,0
2,Internet,RoundTrip,207,6,10,7,DPSTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,24,6,4,5,DPSTPE,Taiwan,0,0,0,4.67,0
4,Internet,RoundTrip,178,6,14,7,DPSTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,25,6,16,6,DPSTPE,Taiwan,0,0,1,4.67,0
2,Internet,RoundTrip,265,6,16,7,DPSTPE,Taiwan,1,0,1,4.67,0
2,Internet,RoundTrip,104,6,8,4,DPSTPE,Taiwan,1,0,1,4.67,0
1,Internet,RoundTrip,3,6,4,5,DPSTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,96,6,12,3,DPSTPE,Taiwan,1,0,0,4.67,0
1,Mobile,RoundTrip,219,6,12,7,DPSTPE,Taiwan,1,0,0,4.67,0
2,Internet,RoundTrip,323,6,10,5,DPSTPE,Taiwan,1,0,0,4.67,0
2,Internet,RoundTrip,336,6,0,2,DPSTPE,Taiwan,1,0,0,4.67,0
1,Mobile,RoundTrip,219,6,10,7,DPSTPE,Taiwan,0,0,0,4.67,0
2,Internet,RoundTrip,341,6,16,7,DPSTPE,Taiwan,1,0,0,4.67,0
2,Internet,RoundTrip,103,6,7,5,DPSTPE,Taiwan,1,0,1,4.67,0
1,Internet,RoundTrip,12,6,4,4,DPSTPE,Taiwan,1,0,0,4.67,0
7,Internet,RoundTrip,104,6,4,4,DPSTPE,Taiwan,1,0,1,4.67,0
1,Mobile,RoundTrip,219,6,11,7,DPSTPE,Taiwan,0,0,0,4.67,0
2,Internet,RoundTrip,303,6,8,6,DPSTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,185,6,8,5,DPSTPE,Taiwan,0,0,0,4.67,0
3,Mobile,RoundTrip,59,6,3,5,DPSWUH,China,0,1,0,5.13,1
2,Internet,RoundTrip,43,6,9,1,DPSWUH,China,1,0,0,5.13,0
2,Internet,RoundTrip,97,6,9,7,DPSWUH,China,0,0,0,5.13,1
2,Internet,RoundTrip,171,6,14,3,DPSWUH,China,1,1,1,5.13,0
2,Internet,RoundTrip,109,6,9,2,DPSWUH,Singapore,0,0,1,5.13,0
6,Internet,RoundTrip,71,6,4,1,DPSWUH,China,1,0,0,5.13,1
2,Internet,RoundTrip,17,6,14,2,DPSXIY,China,1,0,0,5.0,1
1,Internet,RoundTrip,57,6,3,5,DPSXIY,China,1,1,0,5.0,0
2,Internet,RoundTrip,32,6,14,6,DPSXIY,China,0,0,0,5.0,1
2,Internet,RoundTrip,158,6,14,6,DPSXIY,China,1,0,0,5.0,1
1,Internet,RoundTrip,10,6,15,2,DPSXIY,China,0,0,0,5.0,0
2,Internet,RoundTrip,49,6,12,6,DPSXIY,China,1,0,0,5.0,1
2,Internet,RoundTrip,123,6,7,4,DPSXIY,China,1,0,0,5.0,0
2,Internet,RoundTrip,17,6,6,3,DPSXIY,China,1,0,0,5.0,0
2,Internet,RoundTrip,10,6,3,2,DPSXIY,China,1,1,0,5.0,1
2,Internet,RoundTrip,50,6,1,4,DPSXIY,China,0,0,0,5.0,0
5,Internet,RoundTrip,76,6,14,2,DPSXIY,China,1,0,0,5.0,0
3,Internet,RoundTrip,16,6,10,3,DPSXIY,China,1,1,0,5.0,0
2,Internet,RoundTrip,74,6,1,2,DPSXIY,China,1,0,0,5.0,0
1,Internet,RoundTrip,31,6,9,3,DPSXIY,China,1,0,0,5.0,0
4,Internet,RoundTrip,72,6,14,6,DPSXIY,China,1,0,0,5.0,0
1,Mobile,RoundTrip,29,6,8,5,DPSXIY,China,0,0,0,5.0,1
2,Internet,RoundTrip,48,6,2,2,DPSXIY,China,1,1,0,5.0,0
1,Internet,RoundTrip,9,6,15,3,DPSXIY,China,0,0,0,5.0,0
2,Internet,RoundTrip,4,6,13,1,DPSXIY,China,0,0,0,5.0,0
1,Internet,CircleTrip,90,6,15,4,GOIPER,Australia,0,1,1,5.62,1
1,Internet,RoundTrip,8,6,12,1,HANMEL,Malaysia,0,0,1,8.83,0
1,Internet,RoundTrip,13,6,6,3,HANMEL,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,124,6,7,7,HANOOL,Australia,0,1,1,8.83,0
1,Mobile,RoundTrip,2,6,10,2,HANOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,35,6,13,5,HANOOL,Australia,1,0,0,8.83,1
1,Internet,RoundTrip,37,6,7,6,HANOOL,Australia,0,0,0,8.83,1
1,Mobile,RoundTrip,28,6,6,2,HANOOL,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,202,6,2,7,HANOOL,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,3,6,15,5,HANPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,9,6,17,4,HANPER,Australia,1,0,0,5.62,0
2,Mobile,RoundTrip,40,6,11,2,HANPER,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,10,6,14,1,HANPER,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,36,6,6,3,HANSYD,Australia,1,0,1,8.58,0
2,Internet,RoundTrip,171,6,3,1,HDYKIX,Thailand,1,1,0,7.0,0
1,Internet,RoundTrip,72,6,14,2,HDYMEL,Thailand,1,0,0,8.83,1
1,Internet,RoundTrip,65,6,4,6,HDYOOL,Australia,1,0,0,8.83,1
1,Internet,RoundTrip,31,6,11,6,HDYPEK,Thailand,0,1,1,6.42,1
2,Internet,RoundTrip,46,6,13,2,HDYPEK,China,0,0,0,6.42,1
1,Internet,RoundTrip,38,6,3,1,HDYPVG,China,1,1,1,5.33,0
1,Internet,RoundTrip,270,6,9,7,HDYSYD,Thailand,1,0,0,8.58,1
2,Internet,RoundTrip,256,6,6,3,HDYTPE,Taiwan,1,0,1,4.67,0
2,Internet,RoundTrip,169,6,12,4,HDYTPE,Taiwan,1,0,0,4.67,0
2,Internet,RoundTrip,60,6,11,1,HGHHKT,(not set),1,0,0,5.07,0
5,Internet,RoundTrip,81,6,15,6,HGHHKT,China,1,0,0,5.07,0
3,Mobile,RoundTrip,47,6,5,3,HGHHKT,China,1,0,1,5.07,0
2,Internet,RoundTrip,78,6,9,5,HGHHKT,China,0,0,0,5.07,0
2,Internet,RoundTrip,76,6,11,2,HGHHKT,China,0,0,1,5.07,0
2,Mobile,RoundTrip,76,6,9,2,HGHHKT,China,1,0,1,5.07,0
5,Internet,RoundTrip,209,6,11,4,HGHHKT,China,0,0,0,5.07,0
2,Mobile,RoundTrip,76,6,8,2,HGHHKT,China,1,0,1,5.07,0
2,Internet,RoundTrip,51,6,15,6,HGHHKT,China,1,1,1,5.07,0
4,Internet,RoundTrip,164,6,1,7,HGHHKT,China,1,0,1,5.07,0
9,Internet,RoundTrip,133,6,3,1,HGHHKT,China,0,0,1,5.07,0
3,Internet,RoundTrip,15,6,4,2,HGHHKT,China,1,0,1,5.07,1
1,Internet,RoundTrip,29,6,8,4,HGHHKT,Singapore,0,0,0,5.07,0
4,Internet,RoundTrip,164,6,1,7,HGHHKT,China,1,0,1,5.07,0
2,Internet,RoundTrip,26,6,4,5,HGHHKT,China,1,0,0,5.07,0
1,Internet,RoundTrip,38,6,6,2,HGHHKT,China,1,0,0,5.07,0
1,Internet,RoundTrip,35,6,6,3,HGHHKT,China,0,0,0,5.07,0
2,Internet,RoundTrip,34,6,16,4,HGHHKT,China,0,0,1,5.07,0
2,Internet,RoundTrip,10,6,15,1,HGHJHB,Malaysia,1,1,0,5.07,1
1,Internet,RoundTrip,61,6,12,4,HGHJHB,Malaysia,1,1,1,5.07,1
2,Internet,RoundTrip,12,6,7,6,HGHJHB,Malaysia,0,1,0,5.07,0
1,Mobile,RoundTrip,46,6,4,7,HGHJOG,Indonesia,0,0,0,5.07,1
1,Mobile,RoundTrip,46,6,4,7,HGHJOG,Indonesia,1,0,0,5.07,1
1,Internet,RoundTrip,279,6,5,5,HGHJOG,Indonesia,0,0,0,5.07,0
1,Mobile,RoundTrip,46,6,4,7,HGHJOG,Indonesia,0,0,0,5.07,1
2,Internet,RoundTrip,279,6,5,5,HGHJOG,Indonesia,0,0,0,5.07,0
2,Internet,RoundTrip,105,6,13,3,HGHKBR,China,0,0,0,5.07,0
4,Internet,RoundTrip,39,6,3,7,HGHKBR,Malaysia,1,0,0,5.07,0
7,Internet,RoundTrip,90,6,10,6,HGHKBV,China,0,0,1,5.07,0
1,Internet,RoundTrip,338,6,2,1,HGHKBV,China,0,0,0,5.07,0
5,Internet,RoundTrip,50,6,15,7,HGHKBV,China,1,0,0,5.07,0
2,Internet,RoundTrip,47,6,9,1,HGHKCH,Malaysia,1,1,1,5.07,0
2,Internet,RoundTrip,50,6,2,5,HGHKCH,Malaysia,1,1,1,5.07,0
1,Internet,RoundTrip,13,6,5,4,HGHKCH,Malaysia,1,0,0,5.07,0
2,Internet,RoundTrip,19,6,6,1,HGHKCH,Malaysia,1,0,1,5.07,0
1,Internet,RoundTrip,137,6,4,2,HGHKCH,Malaysia,1,1,1,5.07,0
3,Internet,RoundTrip,36,6,4,5,HGHKCH,Malaysia,0,0,1,5.07,0
1,Internet,RoundTrip,50,6,2,5,HGHKCH,Malaysia,0,0,0,5.07,0
4,Internet,RoundTrip,12,6,15,4,HGHKCH,Malaysia,1,0,1,5.07,0
2,Internet,RoundTrip,47,6,9,1,HGHKCH,Malaysia,1,1,1,5.07,0
2,Internet,RoundTrip,304,6,3,1,HGHKNO,Indonesia,0,0,0,5.07,0
2,Internet,RoundTrip,169,6,7,5,HGHKNO,Indonesia,1,1,1,5.07,0
2,Internet,RoundTrip,174,6,13,7,HGHKNO,Indonesia,1,0,0,5.07,0
1,Mobile,RoundTrip,117,6,12,6,HGHLGK,Malaysia,0,0,0,5.07,1
2,Internet,RoundTrip,77,6,0,5,HGHLGK,China,1,0,0,5.07,1
7,Mobile,RoundTrip,45,6,14,5,HGHLGK,China,1,1,1,5.07,0
1,Internet,RoundTrip,22,6,16,2,HGHLGK,China,1,0,0,5.07,0
7,Mobile,RoundTrip,45,6,14,5,HGHLGK,China,1,1,1,5.07,0
2,Mobile,RoundTrip,79,6,15,3,HGHLGK,China,0,1,1,5.07,0
